No.,Name,Pos,Ht,Wt,Birth Date,,Exp,College,City,Team,,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
20,A.J. Hammons,C,7-0,260,"August 27, 1992",us,R,Purdue University,Dallas,Mavericks,A.J. Hammons,24,17,0,4.5,0.5,1.3,0.409,0.2,0.4,0.667,0.3,0.9,0.313,0.5,0.1,0.6,0.2,0.3,0.9,1.2,0.1,0,0.4,0.2,0.6,1.4
10,Dorian Finney-Smith,PF,6-8,220,"May 4, 1993",us,R,University of Florida,Dallas,Mavericks,Dorian Finney-Smith,23,75,32,19.7,1.5,3.8,0.387,0.7,2.3,0.31,0.8,1.5,0.5,0.479,0.6,0.8,0.746,0.6,2,2.6,0.8,0.6,0.3,0.5,1.5,4.3
9,Nicolas Brussino,SF,6-7,195,"March 2, 1993",ar,R,,Dallas,Mavericks,Nicolas Brussino,23,48,0,7.5,0.7,1.9,0.36,0.4,1.2,0.288,0.3,0.6,0.5,0.455,0.2,0.3,0.75,0.4,1,1.4,0.6,0.3,0.1,0.3,0.7,1.9
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de,18,,Dallas,Mavericks,Dirk Nowitzki,38,50,50,26.7,5.5,12.6,0.437,1.5,4,0.384,4,8.6,0.462,0.498,1.9,2.2,0.87,0.4,6.3,6.7,1.5,0.6,0.6,0.9,2.1,14.4
30,Seth Curry,PG,6-2,185,"August 23, 1990",us,3,Duke University,Dallas,Mavericks,Seth Curry,26,70,42,29,4.8,10,0.481,2,4.6,0.425,2.9,5.4,0.528,0.578,1.2,1.4,0.85,0.4,2.2,2.5,2.7,1.1,0.1,1.3,1.8,12.8
11,Yogi Ferrell,PG,6-0,180,"May 9, 1993",us,R,Indiana University,Dallas,Mavericks,Yogi Ferrell,23,10,0,15.1,1.8,4.9,0.367,0.8,2.7,0.296,1,2.2,0.455,0.449,1,1.6,0.625,0.4,0.8,1.2,1.7,0.2,0.2,1.4,1.1,5.4
19,Jarrod Uthoff,PF,6-9,221,"May 19, 1993",us,R,University of Iowa,Dallas,Mavericks,Jarrod Uthoff,23,3,0,2.3,0.3,1.3,0.25,0,0,,0.3,1.3,0.25,0.25,0,0,,0.7,0.3,1,0.3,0,0.3,0,0.7,0.7
30,Stephen Curry,PG,6-3,190,"March 14, 1988",us,7,Davidson College,Golden State,Warriors,Stephen Curry,28,75,75,33.5,8.5,18.2,0.467,4,10,0.404,4.5,8.3,0.542,0.577,4.2,4.6,0.912,0.8,3.7,4.5,6.5,1.8,0.2,3,2.4,25.2
11,Klay Thompson,SG,6-7,215,"February 8, 1990",us,5,Washington State University,Golden State,Warriors,Klay Thompson,26,74,74,34.1,8.3,17.6,0.471,3.4,8.2,0.418,4.8,9.4,0.517,0.569,2.2,2.6,0.851,0.6,3,3.7,2,0.8,0.5,1.7,1.8,22.3
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us,12,University of Arizona,Golden State,Warriors,Andre Iguodala,33,73,0,26.4,2.8,5.4,0.52,0.8,2.3,0.363,2,3.1,0.64,0.598,1,1.3,0.714,0.7,3.3,4,3.5,1,0.5,0.8,1.3,7.5
34,Shaun Livingston,PG,6-7,192,"September 11, 1985",us,11,,Golden State,Warriors,Shaun Livingston,31,71,2,17.5,2.3,4.2,0.549,0,0,0,2.3,4.1,0.553,0.549,0.5,0.8,0.679,0.4,1.6,2,1.7,0.5,0.3,0.8,1.6,5.1
5,Kevon Looney,C,6-9,220,"February 6, 1996",us,1,"University of California, Los Angeles",Golden State,Warriors,Kevon Looney,20,52,4,8.5,1.1,2,0.524,0,0.2,0.222,1,1.8,0.552,0.533,0.4,0.7,0.618,0.8,1.5,2.3,0.6,0.3,0.3,0.3,1.2,2.6
23,Draymond Green,PF,6-7,230,"March 4, 1990",us,4,Michigan State University,Golden State,Warriors,Draymond Green,26,73,73,32.8,3.6,8.6,0.418,1.1,3.4,0.307,2.6,5.2,0.492,0.479,2,2.9,0.703,1.3,6.7,8.1,7.2,2.1,1.4,2.5,2.9,10.3
35,Kevin Durant,SF,6-9,240,"September 29, 1988",us,9,University of Texas at Austin,Golden State,Warriors,Kevin Durant,28,59,59,33.6,8.9,16.7,0.537,1.9,5,0.378,7.1,11.6,0.606,0.594,5.5,6.3,0.876,0.6,7.6,8.2,4.8,1.1,1.6,2.3,1.9,25.3
3,David West,PF,6-9,250,"August 29, 1980",us,13,Xavier University,Golden State,Warriors,David West,36,63,0,12.3,2,3.6,0.539,0,0.1,0.375,1.9,3.5,0.545,0.546,0.6,0.8,0.755,0.6,2.3,3,2.2,0.6,0.7,1.1,1.5,4.6
0,Patrick McCaw,SG,6-7,185,"October 25, 1995",us,R,"University of Nevada, Las Vegas",Golden State,Warriors,Patrick McCaw,21,66,18,14.6,1.4,3.2,0.43,0.6,1.7,0.345,0.8,1.6,0.519,0.519,0.4,0.5,0.758,0.3,1.1,1.4,1.1,0.4,0.2,0.5,0.8,3.7
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge,13,,Golden State,Warriors,Zaza Pachulia,32,65,65,18,2.4,4.4,0.531,0,0,0,2.4,4.4,0.533,0.531,1.4,1.9,0.77,2,3.8,5.8,1.9,0.9,0.5,1.2,2.4,6.2
15,Damian Jones,C,7-0,245,"June 30, 1995",us,R,Vanderbilt University,Golden State,Warriors,Damian Jones,21,9,0,7.3,0.7,1.4,0.462,0,0,,0.7,1.4,0.462,0.462,0.3,0.9,0.375,1,0.8,1.8,0,0.1,0.2,0.6,1.3,1.7
20,James Michael McAdoo,PF,6-9,230,"January 4, 1993",us,2,University of North Carolina,Golden State,Warriors,James Michael McAdoo,24,47,0,8.3,1.1,2,0.568,0,0.1,0,1.1,2,0.587,0.568,0.4,0.8,0.472,0.6,1,1.6,0.3,0.3,0.6,0.4,0.9,2.7
21,Ian Clark,SG,6-3,175,"March 7, 1991",us,3,Belmont University,Golden State,Warriors,Ian Clark,25,72,0,14.3,2.7,5.4,0.5,0.8,2.1,0.399,1.9,3.4,0.561,0.575,0.6,0.8,0.745,0.3,1.2,1.5,1.1,0.5,0.1,0.7,1,6.8
1,JaVale McGee,C,7-0,270,"January 19, 1988",us,8,"University of Nevada, Reno",Golden State,Warriors,JaVale McGee,29,72,10,9.3,2.6,4,0.636,0,0.1,0,2.6,4,0.645,0.636,0.7,1.4,0.505,1.3,1.8,3.1,0.2,0.2,0.8,0.5,1.4,5.8
22,Matt Barnes,SF,6-7,226,"March 9, 1980",us,13,"University of California, Los Angeles",Golden State,Warriors,Matt Barnes,36,17,4,20.5,1.7,4.4,0.392,0.8,2.6,0.318,0.9,1.8,0.5,0.486,1.1,1.2,0.905,0.8,3.5,4.3,2.2,0.5,0.5,1.4,2.5,5.4
32,Blake Griffin,PF,6-10,251,"March 16, 1989",us,6,University of Oklahoma,Los Angeles,Clippers,Blake Griffin,27,57,57,34.1,7.9,16,0.492,0.6,1.8,0.353,7.2,14.2,0.509,0.512,5.2,7,0.751,1.9,6.3,8.2,5,1,0.4,2.4,2.6,21.6
4,J.J. Redick,SG,6-4,190,"June 24, 1984",us,10,Duke University,Los Angeles,Clippers,J.J. Redick,32,74,74,28.1,5.1,11.4,0.446,2.6,6,0.428,2.5,5.4,0.466,0.558,2.3,2.6,0.885,0.1,2,2.2,1.4,0.7,0.1,1.3,1.7,15
3,Chris Paul,PG,6-0,175,"May 6, 1985",us,11,Wake Forest University,Los Angeles,Clippers,Chris Paul,31,57,57,31.5,6.1,12.8,0.473,2,5,0.402,4.1,7.8,0.519,0.552,3.9,4.4,0.887,0.7,4.3,5,9.2,1.9,0.1,2.4,2.4,18
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us,18,University of Kansas,Los Angeles,Clippers,Paul Pierce,39,22,7,11.9,1.1,2.8,0.387,0.6,1.7,0.351,0.5,1.1,0.44,0.492,0.5,0.5,0.833,0,2,2.1,0.4,0.2,0.2,0.7,1.7,3.2
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us,8,Texas A&M University,Los Angeles,Clippers,DeAndre Jordan,28,77,77,31.7,5,7.1,0.711,0,0,0,5,7,0.713,0.711,2.6,5.2,0.489,3.6,10,13.6,1.2,0.6,1.7,1.5,2.6,12.6
25,Austin Rivers,SG,6-4,200,"August 1, 1992",us,4,Duke University,Los Angeles,Clippers,Austin Rivers,24,74,29,27.8,4.4,9.9,0.442,1.5,4,0.371,2.9,5.8,0.491,0.518,1.8,2.6,0.691,0.3,1.9,2.2,2.8,0.7,0.1,1.6,2.5,12
33,Wesley Johnson,SF,6-7,215,"July 11, 1987",us,6,Syracuse University,Los Angeles,Clippers,Wesley Johnson,29,65,3,11.9,1.1,3,0.37,0.4,1.7,0.259,0.6,1.2,0.525,0.445,0.2,0.3,0.647,0.4,2.3,2.7,0.3,0.4,0.4,0.3,1.3,2.8
12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm,8,"University of California, Los Angeles",Los Angeles,Clippers,Luc Mbah a Moute,30,76,72,21.8,2.3,4.6,0.5,0.5,1.3,0.396,1.8,3.2,0.543,0.558,0.7,1,0.705,0.6,1.6,2.2,0.4,1,0.4,0.6,1.6,5.8
11,Jamal Crawford,SG,6-5,200,"March 20, 1980",us,16,University of Michigan,Los Angeles,Clippers,Jamal Crawford,36,78,1,26.4,4.4,10.7,0.411,1.4,4,0.359,3,6.8,0.442,0.478,2.1,2.5,0.855,0.2,1.4,1.6,2.6,0.7,0.2,1.7,1.4,12.4
5,Marreese Speights,C,6-10,255,"August 4, 1987",us,8,University of Florida,Los Angeles,Clippers,Marreese Speights,29,78,2,15.7,3,6.7,0.451,1.3,3.3,0.379,1.7,3.3,0.523,0.546,1.5,1.8,0.876,1.1,3.4,4.5,0.8,0.3,0.5,0.8,2.8,8.8
10,Brice Johnson,PF,6-10,230,"June 27, 1994",us,R,University of North Carolina,Los Angeles,Clippers,Brice Johnson,22,2,0,3.5,0.5,2,0.25,0,0,,0.5,2,0.25,0.25,0,0,,0.5,1,1.5,0.5,0.5,0.5,0.5,0,1
0,Diamond Stone,C,6-11,255,"February 10, 1997",us,R,University of Maryland,Los Angeles,Clippers,Diamond Stone,19,7,0,3.4,0.4,1.9,0.231,0,0,,0.4,1.9,0.231,0.231,0.6,0.6,1,0.1,0.7,0.9,0,0,0.1,0.3,0.7,1.4
2,Raymond Felton,PG,6-1,205,"June 26, 1984",us,11,University of North Carolina,Los Angeles,Clippers,Raymond Felton,32,76,11,21.4,2.8,6.5,0.427,0.6,1.8,0.329,2.2,4.7,0.466,0.474,0.7,0.8,0.781,0.4,2.3,2.8,2.4,0.8,0.3,1.1,1.6,6.8
30,Brandon Bass,PF,6-8,250,"April 30, 1985",us,11,Louisiana State University,Los Angeles,Clippers,Brandon Bass,31,49,0,11.2,2.1,3.6,0.573,0,0.1,0.333,2.1,3.6,0.577,0.576,1.4,1.6,0.872,0.8,1.7,2.5,0.4,0.3,0.2,0.6,0.9,5.6
9,Alan Anderson,SF,6-6,220,"October 16, 1982",us,7,Michigan State University,Los Angeles,Clippers,Alan Anderson,34,29,0,10.5,1,2.7,0.367,0.4,1.5,0.302,0.6,1.2,0.444,0.449,0.4,0.6,0.75,0.1,0.7,0.8,0.4,0.1,0,0.2,1.2,2.9
23,Ben McLemore,SG,6-5,195,"February 11, 1993",us,3,University of Kansas,Sacramento,Kings,Ben McLemore,23,56,26,18.6,2.8,6.5,0.422,1,2.7,0.362,1.8,3.9,0.463,0.496,1,1.3,0.767,0.3,1.5,1.9,0.8,0.4,0.1,1,1.7,7.5
8,Rudy Gay,SF,6-8,230,"August 17, 1986",us,10,University of Connecticut,Sacramento,Kings,Rudy Gay,30,30,30,33.8,6.7,14.7,0.455,1.4,3.8,0.372,5.3,11,0.483,0.502,3.9,4.6,0.855,1.2,5.2,6.3,2.7,1.5,0.9,2.5,2.6,18.7
32,Tyreke Evans,SG,6-6,220,"September 19, 1989",us,7,University of Memphis,Sacramento,Kings,Tyreke Evans,27,26,0,18.2,3.5,8.7,0.401,0.8,2.7,0.3,2.7,6,0.446,0.447,1.7,2.2,0.776,0.2,3.1,3.3,3.5,0.9,0.2,1.5,1.6,9.5
7,Darren Collison,PG,6-0,175,"August 23, 1987",us,7,"University of California, Los Angeles",Sacramento,Kings,Darren Collison,29,67,63,30.4,5,10.5,0.475,1.1,2.6,0.419,3.9,8,0.493,0.525,2.1,2.5,0.856,0.3,1.9,2.2,4.5,1,0.1,1.6,1.8,13.2
0,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",us,1,University of Kentucky,Sacramento,Kings,Willie Cauley-Stein,23,70,16,18.3,3.2,5.9,0.534,0,0,0,3.2,5.9,0.536,0.534,1.3,2,0.664,1,3.1,4.1,1,0.7,0.6,0.9,2,7.7
41,Kosta Koufos,C,7-0,265,"February 24, 1989",us,8,Ohio State University,Sacramento,Kings,Kosta Koufos,27,71,62,20,3,5.5,0.551,0,0,0,3,5.5,0.552,0.551,0.5,0.9,0.613,1.7,4,5.7,0.7,0.5,0.7,0.9,2.4,6.6
40,Arron Afflalo,SG,6-5,210,"October 15, 1985",us,9,"University of California, Los Angeles",Sacramento,Kings,Arron Afflalo,31,59,43,25.9,3,6.9,0.432,1.1,2.5,0.413,1.9,4.4,0.444,0.509,1.4,1.5,0.89,0.2,1.9,2.1,1.2,0.4,0.1,0.7,1.7,8.4
17,Garrett Temple,SG,6-6,195,"May 8, 1986",us,6,Louisiana State University,Sacramento,Kings,Garrett Temple,30,62,19,26.5,2.8,6.6,0.425,1.2,3.3,0.372,1.5,3.2,0.48,0.52,0.9,1.2,0.781,0.5,2.2,2.7,2.5,1.2,0.4,1.2,2.2,7.7
43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",us,8,Creighton University,Sacramento,Kings,Anthony Tolliver,31,62,9,22.8,2.4,5.5,0.445,1.4,3.5,0.4,1,1.9,0.529,0.575,0.8,1.1,0.739,0.8,2.9,3.7,1.1,0.5,0.3,0.9,1.7,7.1
13,Georgios Papagiannis,C,7-1,240,"July 3, 1997",gr,R,,Sacramento,Kings,Georgios Papagiannis,19,17,0,13.8,2,3.9,0.515,0,0.1,0,2,3.8,0.523,0.515,0.5,0.5,1,0.9,2.6,3.6,0.5,0.1,0.9,0.6,1.8,4.5
5,Malachi Richardson,SG,6-6,205,"January 5, 1996",us,R,Syracuse University,Sacramento,Kings,Malachi Richardson,21,22,0,9,1.3,3.1,0.412,0.4,1.3,0.286,0.9,1.8,0.5,0.471,0.7,0.9,0.789,0.1,0.9,1,0.5,0.2,0,0.4,1,3.6
3,Skal Labissiere,PF,6-11,225,"March 18, 1996",ht,R,University of Kentucky,Sacramento,Kings,Skal Labissiere,20,28,7,16.3,3.2,6.1,0.526,0,0.2,0.2,3.2,5.9,0.536,0.529,1.2,1.9,0.654,1.5,3.3,4.9,0.7,0.4,0.4,1.2,1.8,7.7
9,Langston Galloway,PG,6-2,200,"December 9, 1991",us,2,Saint Joseph's University,Sacramento,Kings,Langston Galloway,25,55,0,20.4,3,8,0.374,1.8,4.9,0.377,1.2,3.1,0.37,0.489,0.7,0.9,0.769,0.4,1.8,2.2,1.2,0.7,0.1,0.5,1.4,8.6
24,Buddy Hield,SG,6-4,214,"December 17, 1993",bs,R,University of Oklahoma,Sacramento,Kings,Buddy Hield,23,57,37,20.4,3.2,8.3,0.392,1.6,4.2,0.369,1.7,4.1,0.416,0.486,0.5,0.6,0.879,0.3,2.6,2.9,1.4,0.3,0.1,0.8,1.4,8.6
10,Ty Lawson,PG,5-11,195,"November 3, 1987",us,7,University of North Carolina,Sacramento,Kings,Ty Lawson,29,67,22,25,3.3,7.5,0.448,0.5,1.7,0.284,2.9,5.7,0.497,0.481,2.4,3,0.786,0.6,1.9,2.5,4.7,1.1,0.1,1.9,1.7,9.5
0,Nick Young,SG,6-7,210,"June 1, 1985",us,9,University of Southern California,Los Angeles,Lakers,Nick Young,31,60,60,25.9,4.5,10.6,0.43,2.8,7,0.404,1.7,3.5,0.481,0.564,1.3,1.5,0.856,0.4,1.9,2.3,1,0.6,0.2,0.6,2.3,13.2
11,Tyler Ennis,PG,6-3,194,"August 24, 1994",ca,2,Syracuse University,Los Angeles,Lakers,Tyler Ennis,22,31,0,6.3,0.8,2.1,0.391,0.2,0.5,0.375,0.6,1.5,0.396,0.438,0.1,0.1,0.667,0.1,0.5,0.6,1.1,0.2,0,0.8,0.9,1.9
30,Julius Randle,PF,6-9,250,"November 29, 1994",us,2,University of Kentucky,Los Angeles,Lakers,Julius Randle,22,69,68,29,5,10.5,0.481,0.2,0.8,0.293,4.8,9.7,0.497,0.492,2.7,3.8,0.721,2,6.7,8.7,3.7,0.7,0.5,2.4,3.4,13.1
1,D'Angelo Russell,PG,6-5,195,"February 23, 1996",us,1,Ohio State University,Los Angeles,Lakers,D'Angelo Russell,20,61,58,28.6,5.6,13.7,0.407,2.1,6.1,0.353,3.4,7.6,0.451,0.486,2.3,3,0.776,0.5,3,3.5,4.8,1.4,0.3,2.7,2.1,15.7
7,Larry Nance Jr.,PF,6-9,230,"January 1, 1993",us,1,University of Wyoming,Los Angeles,Lakers,Larry Nance Jr.,24,58,2,22.4,2.9,5.5,0.528,0.1,0.5,0.25,2.8,5,0.555,0.539,0.9,1.2,0.722,1.8,3.7,5.5,1.4,1.3,0.6,0.9,2.4,6.8
3,Corey Brewer,SF,6-9,186,"March 5, 1986",us,9,University of Florida,Los Angeles,Lakers,Corey Brewer,30,58,8,15.9,1.6,3.9,0.414,0.4,1.6,0.234,1.2,2.3,0.541,0.463,0.6,0.8,0.727,0.4,1.6,2,1.1,0.6,0.2,0.6,1.8,4.2
9,Luol Deng,SF,6-9,220,"April 16, 1985",ss,12,Duke University,Los Angeles,Lakers,Luol Deng,31,56,49,26.5,2.9,7.6,0.386,0.9,2.9,0.311,2,4.7,0.433,0.446,0.8,1.1,0.73,1.1,4.1,5.3,1.3,0.9,0.4,0.8,1.1,7.6
20,Timofey Mozgov,C,7-1,275,"July 16, 1986",ru,6,,Los Angeles,Lakers,Timofey Mozgov,30,54,52,20.4,3.1,6.1,0.515,0,0,0,3.1,6.1,0.517,0.515,1.2,1.4,0.808,1.9,3,4.9,0.8,0.3,0.6,1.3,2.5,7.4
40,Ivica Zubac,C,7-1,265,"March 18, 1997",ba,R,,Los Angeles,Lakers,Ivica Zubac,19,38,11,16,3.3,6.3,0.529,0,0.1,0,3.3,6.2,0.536,0.529,0.8,1.3,0.653,1.1,3.1,4.2,0.8,0.4,0.9,0.8,1.7,7.5
6,Jordan Clarkson,SG,6-5,194,"June 7, 1992",us,2,University of Missouri,Los Angeles,Lakers,Jordan Clarkson,24,77,14,29.2,5.8,13,0.443,1.4,4.3,0.33,4.4,8.8,0.499,0.498,1.7,2.1,0.805,0.6,2.3,2.9,2.6,1.1,0.1,2,1.9,14.6
28,Tarik Black,C,6-9,250,"November 22, 1991",us,2,University of Kansas,Los Angeles,Lakers,Tarik Black,25,62,16,16,2.2,4.3,0.513,0,0,0.5,2.2,4.3,0.513,0.515,1.2,1.7,0.738,2.2,2.9,5.1,0.6,0.4,0.6,0.9,2.6,5.7
14,Brandon Ingram,SF,6-9,190,"September 2, 1997",us,R,Duke University,Los Angeles,Lakers,Brandon Ingram,19,74,35,29.1,3.4,8.5,0.404,0.7,2.5,0.297,2.7,6,0.448,0.447,1.6,2.7,0.619,0.7,3.4,4.1,2,0.6,0.4,1.4,2,9.2
15,Thomas Robinson,PF,6-10,237,"March 17, 1991",us,4,University of Kansas,Los Angeles,Lakers,Thomas Robinson,25,43,1,11.1,2.1,3.9,0.536,0,0,0,2.1,3.8,0.539,0.536,0.6,1.3,0.473,1.8,2.7,4.5,0.7,0.6,0.2,0.8,1.5,4.7
37,Metta World Peace,SF,6-6,260,"November 13, 1979",us,16,St. John's University,Los Angeles,Lakers,Metta World Peace,37,20,1,4.4,0.3,1.5,0.207,0.1,0.9,0.118,0.2,0.6,0.333,0.241,0.4,0.6,0.583,0.2,0.4,0.6,0.4,0.2,0.1,0.2,0.7,1.1
10,David Nwaba,SG,6-4,209,"January 14, 1993",us,R,"California Polytechnic State University, San Luis Obispo",Los Angeles,Lakers,David Nwaba,24,17,2,18.5,2,3.5,0.567,0.1,0.3,0.2,1.9,3.2,0.6,0.575,1.3,1.9,0.667,0.8,2.2,3.1,0.5,0.6,0.4,0.4,1.8,5.4
2,Eric Bledsoe,PG,6-1,190,"December 9, 1989",us,6,University of Kentucky,Phoenix,Suns,Eric Bledsoe,27,66,66,33,6.8,15.7,0.434,1.6,4.7,0.335,5.2,11,0.477,0.485,5.9,6.9,0.847,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,21.1
21,Alex Len,C,7-1,260,"June 16, 1993",ua,3,University of Maryland,Phoenix,Suns,Alex Len,23,73,30,20.3,3,5.9,0.5,0,0.2,0.25,2.9,5.8,0.507,0.503,1.9,2.7,0.719,2,4.6,6.6,0.6,0.5,1.3,1.3,3.1,7.9
12,T.J. Warren,SF,6-8,230,"September 5, 1993",us,2,North Carolina State University,Phoenix,Suns,T.J. Warren,23,62,55,31,6,12.3,0.491,0.4,1.5,0.245,5.7,10.8,0.525,0.506,1.8,2.4,0.767,1.9,3.1,5,1.1,1.1,0.6,0.9,2.7,14.3
1,Devin Booker,SG,6-6,206,"October 30, 1996",us,1,University of Kentucky,Phoenix,Suns,Devin Booker,20,75,75,35,7.7,18.2,0.424,1.9,5.1,0.361,5.9,13,0.449,0.475,4.7,5.6,0.836,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,22
4,Tyson Chandler,C,7-1,240,"October 2, 1982",us,15,,Phoenix,Suns,Tyson Chandler,34,47,46,27.6,3.3,4.9,0.671,0,0,,3.3,4.9,0.671,0.671,1.9,2.6,0.734,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4
11,Brandon Knight,SG,6-3,189,"December 2, 1991",us,5,University of Kentucky,Phoenix,Suns,Brandon Knight,25,54,5,21.1,3.9,9.7,0.398,0.8,2.6,0.324,3,7.1,0.425,0.441,2.4,2.9,0.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11
15,Alan Williams,PF,6-8,260,"January 28, 1993",us,1,"University of California, Santa Barbara",Phoenix,Suns,Alan Williams,24,43,0,14.3,2.8,5.5,0.504,0,0,0,2.8,5.5,0.506,0.504,1.3,2.1,0.593,1.9,4,6,0.4,0.5,0.7,0.8,2.6,6.8
3,Jared Dudley,PF,6-7,225,"July 10, 1985",us,9,Boston College,Phoenix,Suns,Jared Dudley,31,61,7,21.2,2.4,5.3,0.448,1.2,3.1,0.37,1.2,2.2,0.561,0.557,0.7,1,0.651,0.5,3,3.5,1.8,0.7,0.3,1.1,2.4,6.6
35,Dragan Bender,PF,7-1,225,"November 17, 1997",ba,R,,Phoenix,Suns,Dragan Bender,19,39,0,12.7,1.3,3.4,0.376,0.7,2.2,0.321,0.6,1.3,0.469,0.477,0.1,0.3,0.3,0.5,1.8,2.3,0.4,0.2,0.5,0.7,1.6,3.3
19,Leandro Barbosa,SG,6-3,194,"November 28, 1982",br,13,,Phoenix,Suns,Leandro Barbosa,34,67,0,14.4,2.6,5.9,0.439,0.5,1.5,0.357,2,4.4,0.466,0.483,0.6,0.7,0.889,0.2,1.3,1.6,1.2,0.5,0.1,0.7,1.2,6.3
0,Marquese Chriss,PF,6-10,233,"July 2, 1997",us,R,University of Washington,Phoenix,Suns,Marquese Chriss,19,78,71,21.1,3.4,7.7,0.449,0.9,2.7,0.322,2.6,4.9,0.52,0.507,1.3,2.2,0.621,1.2,3,4.2,0.7,0.8,0.8,1.3,3.3,9.1
8,Tyler Ulis,PG,5-10,150,"January 5, 1996",us,R,University of Kentucky,Phoenix,Suns,Tyler Ulis,21,57,11,17.2,2.7,6.5,0.418,0.2,1.1,0.233,2.5,5.5,0.453,0.437,0.7,0.9,0.774,0.3,1.2,1.5,3.5,0.8,0.1,1.2,1.2,6.4
10,Derrick Jones,SF,6-7,190,"February 15, 1997",us,R,"University of Nevada, Las Vegas",Phoenix,Suns,Derrick Jones,19,28,7,15.8,1.9,3.2,0.584,0,0.2,0.2,1.8,3,0.607,0.59,0.6,0.9,0.692,1,1.3,2.3,0.3,0.3,0.4,0.4,1.9,4.4
14,Ronnie Price,PG,6-2,190,"June 21, 1983",us,11,Utah Valley State College,Phoenix,Suns,Ronnie Price,33,10,0,8.5,0.2,1.7,0.118,0.2,1.3,0.154,0,0.4,0,0.176,0.1,0.2,0.5,0.3,0.7,1,1,0.8,0,0.1,1,0.7
31,Jarell Eddie,SF,6-7,218,"October 30, 1991",us,1,Virginia Polytechnic Institute and State University,Phoenix,Suns,Jarell Eddie,25,5,0,12.4,1.2,3.8,0.316,0.8,3.2,0.25,0.4,0.6,0.667,0.421,1.6,1.8,0.889,0.2,1.2,1.4,0,0.2,0,0.2,0.2,4.8
